Orden,Timeline,Sección,Ref. shot,Freepik ID,CapCut Motion,"URL de descarga (firmada, ~1h)"
384,(20:52.90-20:56.50),MEJOR OPCION 2 - PALACIO DE ORIENTE,vintage_factory,98280,PAN UP · 4s,https://videocdn.cdnpk.net/videos/5bbd8a80-31ad-44e5-8f15-e32470633cbc/horizontal/downloads/1080p.mp4?filename=614135_1910s_1915_1920x1080.mp4&user_id=102901249&token=exp=1785670206~id=102901249~hmac=0aac611d9180e6963cca9a61bc6f8a050d470df5e4856997dad3d2cb128c5e97
385,(20:56.50-21:00.10),MEJOR OPCION 2 - PALACIO DE ORIENTE,vintage_factory,98280,ZOOM IN SLOW · 4s,https://videocdn.cdnpk.net/videos/5bbd8a80-31ad-44e5-8f15-e32470633cbc/horizontal/downloads/1080p.mp4?filename=614135_1910s_1915_1920x1080.mp4&user_id=102901249&token=exp=1785670206~id=102901249~hmac=0aac611d9180e6963cca9a61bc6f8a050d470df5e4856997dad3d2cb128c5e97
386,(21:00.10-21:04.00),MEJOR OPCION 2 - PALACIO DE ORIENTE,vintage_factory,98280,PAN RIGHT · 4s,https://videocdn.cdnpk.net/videos/5bbd8a80-31ad-44e5-8f15-e32470633cbc/horizontal/downloads/1080p.mp4?filename=614135_1910s_1915_1920x1080.mp4&user_id=102901249&token=exp=1785670206~id=102901249~hmac=0aac611d9180e6963cca9a61bc6f8a050d470df5e4856997dad3d2cb128c5e97
387,(21:04.00-21:07.60),MEJOR OPCION 2 - PALACIO DE ORIENTE,hands_sorting_fish,7803085,ZOOM OUT SLOW · 4s,https://videocdn.cdnpk.net/videos/e3f94220-d2c1-5af5-8922-14f9c4a28902/horizontal/downloads/original.mp4?filename=0_Fish_Seafood_3840x2160.mp4&user_id=102901249&token=exp=1785670500~id=102901249~hmac=9d116385b17bb9f4cfc02333c794d99a6365d5bd22a0f441e57d58619ae4c7ef
388,(21:07.60-21:11.20),MEJOR OPCION 2 - PALACIO DE ORIENTE,hands_sorting_fish,7803085,STATIC,https://videocdn.cdnpk.net/videos/e3f94220-d2c1-5af5-8922-14f9c4a28902/horizontal/downloads/original.mp4?filename=0_Fish_Seafood_3840x2160.mp4&user_id=102901249&token=exp=1785670500~id=102901249~hmac=9d116385b17bb9f4cfc02333c794d99a6365d5bd22a0f441e57d58619ae4c7ef
389,(21:11.20-21:14.80),MEJOR OPCION 2 - PALACIO DE ORIENTE,hands_sorting_fish,7803085,PAN LEFT · 4s,https://videocdn.cdnpk.net/videos/e3f94220-d2c1-5af5-8922-14f9c4a28902/horizontal/downloads/original.mp4?filename=0_Fish_Seafood_3840x2160.mp4&user_id=102901249&token=exp=1785670500~id=102901249~hmac=9d116385b17bb9f4cfc02333c794d99a6365d5bd22a0f441e57d58619ae4c7ef
390,(21:14.80-21:18.40),MEJOR OPCION 2 - PALACIO DE ORIENTE,hands_sorting_fish,7803085,DIAGONAL PAN + ZOOM IN · 4s,https://videocdn.cdnpk.net/videos/e3f94220-d2c1-5af5-8922-14f9c4a28902/horizontal/downloads/original.mp4?filename=0_Fish_Seafood_3840x2160.mp4&user_id=102901249&token=exp=1785670500~id=102901249~hmac=9d116385b17bb9f4cfc02333c794d99a6365d5bd22a0f441e57d58619ae4c7ef
391,(21:18.40-21:22.00),MEJOR OPCION 2 - PALACIO DE ORIENTE,hands_sorting_fish,7803085,ZOOM IN FAST · 2s,https://videocdn.cdnpk.net/videos/e3f94220-d2c1-5af5-8922-14f9c4a28902/horizontal/downloads/original.mp4?filename=0_Fish_Seafood_3840x2160.mp4&user_id=102901249&token=exp=1785670500~id=102901249~hmac=9d116385b17bb9f4cfc02333c794d99a6365d5bd22a0f441e57d58619ae4c7ef
392,(21:22.00-21:24.50),MEJOR OPCION 2 - PALACIO DE ORIENTE,hands_sorting_fish,7803085,PAN UP · 4s,https://videocdn.cdnpk.net/videos/e3f94220-d2c1-5af5-8922-14f9c4a28902/horizontal/downloads/original.mp4?filename=0_Fish_Seafood_3840x2160.mp4&user_id=102901249&token=exp=1785670500~id=102901249~hmac=9d116385b17bb9f4cfc02333c794d99a6365d5bd22a0f441e57d58619ae4c7ef
393,(21:24.50-21:28.10),MEJOR OPCION 2 - PALACIO DE ORIENTE,canned_tuna_wood,2427530,ZOOM IN SLOW · 4s,https://videocdn.cdnpk.net/videos/29c77dfb-2743-453b-893e-a2bc0f3b2f38/horizontal/downloads/4k.mp4?filename=4863866_Package_Meat_3840x2160.mp4&user_id=102901249&token=exp=1785670257~id=102901249~hmac=031e5a3e2a467bf7084f98cc268a3ac04d04d0b29aa5beef8ceb302b4c02bc5f
394,(21:28.10-21:31.70),MEJOR OPCION 2 - PALACIO DE ORIENTE,vintage_factory,98280,PAN RIGHT · 4s,https://videocdn.cdnpk.net/videos/5bbd8a80-31ad-44e5-8f15-e32470633cbc/horizontal/downloads/1080p.mp4?filename=614135_1910s_1915_1920x1080.mp4&user_id=102901249&token=exp=1785670206~id=102901249~hmac=0aac611d9180e6963cca9a61bc6f8a050d470df5e4856997dad3d2cb128c5e97
395,(21:31.70-21:35.30),MEJOR OPCION 2 - PALACIO DE ORIENTE,vintage_factory,98280,ZOOM OUT SLOW · 4s,https://videocdn.cdnpk.net/videos/5bbd8a80-31ad-44e5-8f15-e32470633cbc/horizontal/downloads/1080p.mp4?filename=614135_1910s_1915_1920x1080.mp4&user_id=102901249&token=exp=1785670206~id=102901249~hmac=0aac611d9180e6963cca9a61bc6f8a050d470df5e4856997dad3d2cb128c5e97
396,(21:35.30-21:38.90),MEJOR OPCION 2 - PALACIO DE ORIENTE,vintage_factory,98280,STATIC,https://videocdn.cdnpk.net/videos/5bbd8a80-31ad-44e5-8f15-e32470633cbc/horizontal/downloads/1080p.mp4?filename=614135_1910s_1915_1920x1080.mp4&user_id=102901249&token=exp=1785670206~id=102901249~hmac=0aac611d9180e6963cca9a61bc6f8a050d470df5e4856997dad3d2cb128c5e97
397,(21:38.90-21:41.40),MEJOR OPCION 2 - PALACIO DE ORIENTE,vintage_factory,98280,PAN LEFT · 4s,https://videocdn.cdnpk.net/videos/5bbd8a80-31ad-44e5-8f15-e32470633cbc/horizontal/downloads/1080p.mp4?filename=614135_1910s_1915_1920x1080.mp4&user_id=102901249&token=exp=1785670206~id=102901249~hmac=0aac611d9180e6963cca9a61bc6f8a050d470df5e4856997dad3d2cb128c5e97
398,(21:41.40-21:42.80),MEJOR OPCION 1 - CONSORCIO,hands_sorting_fish,7803085,DIAGONAL PAN + ZOOM IN · 4s,https://videocdn.cdnpk.net/videos/e3f94220-d2c1-5af5-8922-14f9c4a28902/horizontal/downloads/original.mp4?filename=0_Fish_Seafood_3840x2160.mp4&user_id=102901249&token=exp=1785670500~id=102901249~hmac=9d116385b17bb9f4cfc02333c794d99a6365d5bd22a0f441e57d58619ae4c7ef
399,(21:42.80-21:43.20),MEJOR OPCION 1 - CONSORCIO,hand_spoon_tuna,3420163,ZOOM IN FAST · 2s,https://videocdn.cdnpk.net/videos/65a8ddd5-3f0d-5285-9ce0-2947de26e080/horizontal/downloads/original.mp4?filename=0_Canned_Tuna_Tuna_3840x2160.mp4&user_id=102901249&token=exp=1785670503~id=102901249~hmac=fb7c2d47c1c41ed42288b2c54180ad04dd742ed4414f8b484c4627c4df60f5ad
400,(21:43.20-21:46.80),MEJOR OPCION 1 - CONSORCIO,cert_stamp,3982793,PAN UP · 4s,https://delivery.gettyimages.com/downloads/1314159504?e=949yD2JVCtBfFuOTbeuETHbyEUATabYRntIDyKeb5yNGqz18gRqWgfZLhW_BQNA0L45OQyNpL9PbauzJSkcHpSjcJU0snKTgMqHER3Fc_Zq0kmaGdft5a2e6x0vxU1Pq&i=ev2FPUoOK_3cJ8bOOxroLg%3D%3D&k=49&c=uAseB1Cnf_dI25P4QPpsCC6hiJDKc7SVab6_xZL7Eoo%3D
401,(21:46.80-21:50.40),MEJOR OPCION 1 - CONSORCIO,cert_stamp,3982793,ZOOM IN SLOW · 4s,https://delivery.gettyimages.com/downloads/1314159504?e=949yD2JVCtBfFuOTbeuETHbyEUATabYRntIDyKeb5yNGqz18gRqWgfZLhW_BQNA0L45OQyNpL9PbauzJSkcHpSjcJU0snKTgMqHER3Fc_Zq0kmaGdft5a2e6x0vxU1Pq&i=ev2FPUoOK_3cJ8bOOxroLg%3D%3D&k=49&c=uAseB1Cnf_dI25P4QPpsCC6hiJDKc7SVab6_xZL7Eoo%3D
402,(21:50.40-21:54.00),MEJOR OPCION 1 - CONSORCIO,cert_stamp,3982793,PAN RIGHT · 4s,https://delivery.gettyimages.com/downloads/1314159504?e=949yD2JVCtBfFuOTbeuETHbyEUATabYRntIDyKeb5yNGqz18gRqWgfZLhW_BQNA0L45OQyNpL9PbauzJSkcHpSjcJU0snKTgMqHER3Fc_Zq0kmaGdft5a2e6x0vxU1Pq&i=ev2FPUoOK_3cJ8bOOxroLg%3D%3D&k=49&c=uAseB1Cnf_dI25P4QPpsCC6hiJDKc7SVab6_xZL7Eoo%3D
403,(21:54.00-21:57.60),MEJOR OPCION 1 - CONSORCIO,cert_stamp,3982793,ZOOM OUT SLOW · 4s,https://delivery.gettyimages.com/downloads/1314159504?e=949yD2JVCtBfFuOTbeuETHbyEUATabYRntIDyKeb5yNGqz18gRqWgfZLhW_BQNA0L45OQyNpL9PbauzJSkcHpSjcJU0snKTgMqHER3Fc_Zq0kmaGdft5a2e6x0vxU1Pq&i=ev2FPUoOK_3cJ8bOOxroLg%3D%3D&k=49&c=uAseB1Cnf_dI25P4QPpsCC6hiJDKc7SVab6_xZL7Eoo%3D
404,(21:57.60-22:01.20),MEJOR OPCION 1 - CONSORCIO,cert_stamp,3982793,STATIC,https://delivery.gettyimages.com/downloads/1314159504?e=949yD2JVCtBfFuOTbeuETHbyEUATabYRntIDyKeb5yNGqz18gRqWgfZLhW_BQNA0L45OQyNpL9PbauzJSkcHpSjcJU0snKTgMqHER3Fc_Zq0kmaGdft5a2e6x0vxU1Pq&i=ev2FPUoOK_3cJ8bOOxroLg%3D%3D&k=49&c=uAseB1Cnf_dI25P4QPpsCC6hiJDKc7SVab6_xZL7Eoo%3D
405,(22:01.20-22:04.80),MEJOR OPCION 1 - CONSORCIO,cert_stamp,3982793,PAN LEFT · 4s,https://delivery.gettyimages.com/downloads/1314159504?e=949yD2JVCtBfFuOTbeuETHbyEUATabYRntIDyKeb5yNGqz18gRqWgfZLhW_BQNA0L45OQyNpL9PbauzJSkcHpSjcJU0snKTgMqHER3Fc_Zq0kmaGdft5a2e6x0vxU1Pq&i=ev2FPUoOK_3cJ8bOOxroLg%3D%3D&k=49&c=uAseB1Cnf_dI25P4QPpsCC6hiJDKc7SVab6_xZL7Eoo%3D
406,(22:04.80-22:09.40),MEJOR OPCION 1 - CONSORCIO,cert_stamp,3982793,DIAGONAL PAN + ZOOM IN · 4s,https://delivery.gettyimages.com/downloads/1314159504?e=949yD2JVCtBfFuOTbeuETHbyEUATabYRntIDyKeb5yNGqz18gRqWgfZLhW_BQNA0L45OQyNpL9PbauzJSkcHpSjcJU0snKTgMqHER3Fc_Zq0kmaGdft5a2e6x0vxU1Pq&i=ev2FPUoOK_3cJ8bOOxroLg%3D%3D&k=49&c=uAseB1Cnf_dI25P4QPpsCC6hiJDKc7SVab6_xZL7Eoo%3D
407,(22:09.40-22:14.00),MEJOR OPCION 1 - CONSORCIO,cans_colorful_shelf,6843740,ZOOM IN FAST · 2s,https://videocdn.cdnpk.net/videos/3ff5d07f-2d4b-5045-8d1f-a8e923095fa5/horizontal/downloads/1080p.mp4?filename=0_Cans_Shelves_1920x1080.mp4&user_id=102901249&token=exp=1785670229~id=102901249~hmac=f42167a11b27ea12c57fc3625a499e3f8537f8884d6835c73ad2e45dc469d031
408,(22:14.00-22:17.60),MEJOR OPCION 1 - CONSORCIO,hands_sorting_fish,7803085,PAN UP · 4s,https://videocdn.cdnpk.net/videos/e3f94220-d2c1-5af5-8922-14f9c4a28902/horizontal/downloads/original.mp4?filename=0_Fish_Seafood_3840x2160.mp4&user_id=102901249&token=exp=1785670500~id=102901249~hmac=9d116385b17bb9f4cfc02333c794d99a6365d5bd22a0f441e57d58619ae4c7ef
409,(22:17.60-22:21.20),MEJOR OPCION 1 - CONSORCIO,hands_sorting_fish,7803085,ZOOM IN SLOW · 4s,https://videocdn.cdnpk.net/videos/e3f94220-d2c1-5af5-8922-14f9c4a28902/horizontal/downloads/original.mp4?filename=0_Fish_Seafood_3840x2160.mp4&user_id=102901249&token=exp=1785670500~id=102901249~hmac=9d116385b17bb9f4cfc02333c794d99a6365d5bd22a0f441e57d58619ae4c7ef
410,(22:21.20-22:24.80),MEJOR OPCION 1 - CONSORCIO,hands_sorting_fish,7803085,PAN RIGHT · 4s,https://videocdn.cdnpk.net/videos/e3f94220-d2c1-5af5-8922-14f9c4a28902/horizontal/downloads/original.mp4?filename=0_Fish_Seafood_3840x2160.mp4&user_id=102901249&token=exp=1785670500~id=102901249~hmac=9d116385b17bb9f4cfc02333c794d99a6365d5bd22a0f441e57d58619ae4c7ef
411,(22:24.80-22:28.40),MEJOR OPCION 1 - CONSORCIO,hands_sorting_fish,7803085,ZOOM OUT SLOW · 4s,https://videocdn.cdnpk.net/videos/e3f94220-d2c1-5af5-8922-14f9c4a28902/horizontal/downloads/original.mp4?filename=0_Fish_Seafood_3840x2160.mp4&user_id=102901249&token=exp=1785670500~id=102901249~hmac=9d116385b17bb9f4cfc02333c794d99a6365d5bd22a0f441e57d58619ae4c7ef
412,(22:28.40-22:31.60),MEJOR OPCION 1 - CONSORCIO,hands_sorting_fish,7803085,STATIC,https://videocdn.cdnpk.net/videos/e3f94220-d2c1-5af5-8922-14f9c4a28902/horizontal/downloads/original.mp4?filename=0_Fish_Seafood_3840x2160.mp4&user_id=102901249&token=exp=1785670500~id=102901249~hmac=9d116385b17bb9f4cfc02333c794d99a6365d5bd22a0f441e57d58619ae4c7ef
413,(22:31.60-22:35.20),MEJOR OPCION 1 - CONSORCIO,hand_spoon_tuna,3420163,PAN LEFT · 4s,https://videocdn.cdnpk.net/videos/65a8ddd5-3f0d-5285-9ce0-2947de26e080/horizontal/downloads/original.mp4?filename=0_Canned_Tuna_Tuna_3840x2160.mp4&user_id=102901249&token=exp=1785670503~id=102901249~hmac=fb7c2d47c1c41ed42288b2c54180ad04dd742ed4414f8b484c4627c4df60f5ad
414,(22:35.20-22:38.80),MEJOR OPCION 1 - CONSORCIO,hand_spoon_tuna,3420163,DIAGONAL PAN + ZOOM IN · 4s,https://videocdn.cdnpk.net/videos/65a8ddd5-3f0d-5285-9ce0-2947de26e080/horizontal/downloads/original.mp4?filename=0_Canned_Tuna_Tuna_3840x2160.mp4&user_id=102901249&token=exp=1785670503~id=102901249~hmac=fb7c2d47c1c41ed42288b2c54180ad04dd742ed4414f8b484c4627c4df60f5ad
415,(22:38.80-22:42.40),MEJOR OPCION 1 - CONSORCIO,hand_spoon_tuna,3420163,ZOOM IN FAST · 2s,https://videocdn.cdnpk.net/videos/65a8ddd5-3f0d-5285-9ce0-2947de26e080/horizontal/downloads/original.mp4?filename=0_Canned_Tuna_Tuna_3840x2160.mp4&user_id=102901249&token=exp=1785670503~id=102901249~hmac=fb7c2d47c1c41ed42288b2c54180ad04dd742ed4414f8b484c4627c4df60f5ad
416,(22:42.40-22:46.00),MEJOR OPCION 1 - CONSORCIO,hand_spoon_tuna,3420163,PAN UP · 4s,https://videocdn.cdnpk.net/videos/65a8ddd5-3f0d-5285-9ce0-2947de26e080/horizontal/downloads/original.mp4?filename=0_Canned_Tuna_Tuna_3840x2160.mp4&user_id=102901249&token=exp=1785670503~id=102901249~hmac=fb7c2d47c1c41ed42288b2c54180ad04dd742ed4414f8b484c4627c4df60f5ad
417,(22:46.00-22:49.60),MEJOR OPCION 1 - CONSORCIO,hand_spoon_tuna,3420163,ZOOM IN SLOW · 4s,https://videocdn.cdnpk.net/videos/65a8ddd5-3f0d-5285-9ce0-2947de26e080/horizontal/downloads/original.mp4?filename=0_Canned_Tuna_Tuna_3840x2160.mp4&user_id=102901249&token=exp=1785670503~id=102901249~hmac=fb7c2d47c1c41ed42288b2c54180ad04dd742ed4414f8b484c4627c4df60f5ad
418,(22:49.60-22:51.70),MEJOR OPCION 1 - CONSORCIO,hand_spoon_tuna,3420163,PAN RIGHT · 4s,https://videocdn.cdnpk.net/videos/65a8ddd5-3f0d-5285-9ce0-2947de26e080/horizontal/downloads/original.mp4?filename=0_Canned_Tuna_Tuna_3840x2160.mp4&user_id=102901249&token=exp=1785670503~id=102901249~hmac=fb7c2d47c1c41ed42288b2c54180ad04dd742ed4414f8b484c4627c4df60f5ad
419,(22:51.70-22:55.30),MEJOR OPCION 1 - CONSORCIO,cert_stamp,3982793,ZOOM OUT SLOW · 4s,https://delivery.gettyimages.com/downloads/1314159504?e=949yD2JVCtBfFuOTbeuETHbyEUATabYRntIDyKeb5yNGqz18gRqWgfZLhW_BQNA0L45OQyNpL9PbauzJSkcHpSjcJU0snKTgMqHER3Fc_Zq0kmaGdft5a2e6x0vxU1Pq&i=ev2FPUoOK_3cJ8bOOxroLg%3D%3D&k=49&c=uAseB1Cnf_dI25P4QPpsCC6hiJDKc7SVab6_xZL7Eoo%3D
420,(22:55.30-22:58.90),MEJOR OPCION 1 - CONSORCIO,cert_stamp,3982793,STATIC,https://delivery.gettyimages.com/downloads/1314159504?e=949yD2JVCtBfFuOTbeuETHbyEUATabYRntIDyKeb5yNGqz18gRqWgfZLhW_BQNA0L45OQyNpL9PbauzJSkcHpSjcJU0snKTgMqHER3Fc_Zq0kmaGdft5a2e6x0vxU1Pq&i=ev2FPUoOK_3cJ8bOOxroLg%3D%3D&k=49&c=uAseB1Cnf_dI25P4QPpsCC6hiJDKc7SVab6_xZL7Eoo%3D
421,(22:58.90-23:01.40),MEJOR OPCION 1 - CONSORCIO,cert_stamp,3982793,PAN LEFT · 4s,https://delivery.gettyimages.com/downloads/1314159504?e=949yD2JVCtBfFuOTbeuETHbyEUATabYRntIDyKeb5yNGqz18gRqWgfZLhW_BQNA0L45OQyNpL9PbauzJSkcHpSjcJU0snKTgMqHER3Fc_Zq0kmaGdft5a2e6x0vxU1Pq&i=ev2FPUoOK_3cJ8bOOxroLg%3D%3D&k=49&c=uAseB1Cnf_dI25P4QPpsCC6hiJDKc7SVab6_xZL7Eoo%3D
422,(23:01.40-23:05.70),MEJOR OPCION 1 - CONSORCIO,cans_colorful_shelf,6843740,DIAGONAL PAN + ZOOM IN · 4s,https://videocdn.cdnpk.net/videos/3ff5d07f-2d4b-5045-8d1f-a8e923095fa5/horizontal/downloads/1080p.mp4?filename=0_Cans_Shelves_1920x1080.mp4&user_id=102901249&token=exp=1785670229~id=102901249~hmac=f42167a11b27ea12c57fc3625a499e3f8537f8884d6835c73ad2e45dc469d031
423,(23:05.70-23:09.30),MEJOR OPCION 1 - CONSORCIO,hands_sorting_fish,7803085,ZOOM IN FAST · 2s,https://videocdn.cdnpk.net/videos/e3f94220-d2c1-5af5-8922-14f9c4a28902/horizontal/downloads/original.mp4?filename=0_Fish_Seafood_3840x2160.mp4&user_id=102901249&token=exp=1785670500~id=102901249~hmac=9d116385b17bb9f4cfc02333c794d99a6365d5bd22a0f441e57d58619ae4c7ef
424,(23:09.30-23:12.90),MEJOR OPCION 1 - CONSORCIO,hands_sorting_fish,7803085,PAN UP · 4s,https://videocdn.cdnpk.net/videos/e3f94220-d2c1-5af5-8922-14f9c4a28902/horizontal/downloads/original.mp4?filename=0_Fish_Seafood_3840x2160.mp4&user_id=102901249&token=exp=1785670500~id=102901249~hmac=9d116385b17bb9f4cfc02333c794d99a6365d5bd22a0f441e57d58619ae4c7ef
425,(23:12.90-23:16.50),MEJOR OPCION 1 - CONSORCIO,hands_sorting_fish,7803085,ZOOM IN SLOW · 4s,https://videocdn.cdnpk.net/videos/e3f94220-d2c1-5af5-8922-14f9c4a28902/horizontal/downloads/original.mp4?filename=0_Fish_Seafood_3840x2160.mp4&user_id=102901249&token=exp=1785670500~id=102901249~hmac=9d116385b17bb9f4cfc02333c794d99a6365d5bd22a0f441e57d58619ae4c7ef
426,(23:16.50-23:18.30),MEJOR OPCION 1 - CONSORCIO,hands_sorting_fish,7803085,PAN RIGHT · 4s,https://videocdn.cdnpk.net/videos/e3f94220-d2c1-5af5-8922-14f9c4a28902/horizontal/downloads/original.mp4?filename=0_Fish_Seafood_3840x2160.mp4&user_id=102901249&token=exp=1785670500~id=102901249~hmac=9d116385b17bb9f4cfc02333c794d99a6365d5bd22a0f441e57d58619ae4c7ef
427,(23:18.30-23:21.90),MEJOR OPCION 1 - CONSORCIO,hand_spoon_tuna,3420163,ZOOM OUT SLOW · 4s,https://videocdn.cdnpk.net/videos/65a8ddd5-3f0d-5285-9ce0-2947de26e080/horizontal/downloads/original.mp4?filename=0_Canned_Tuna_Tuna_3840x2160.mp4&user_id=102901249&token=exp=1785670503~id=102901249~hmac=fb7c2d47c1c41ed42288b2c54180ad04dd742ed4414f8b484c4627c4df60f5ad
428,(23:21.90-23:25.50),MEJOR OPCION 1 - CONSORCIO,hand_spoon_tuna,3420163,STATIC,https://videocdn.cdnpk.net/videos/65a8ddd5-3f0d-5285-9ce0-2947de26e080/horizontal/downloads/original.mp4?filename=0_Canned_Tuna_Tuna_3840x2160.mp4&user_id=102901249&token=exp=1785670503~id=102901249~hmac=fb7c2d47c1c41ed42288b2c54180ad04dd742ed4414f8b484c4627c4df60f5ad
429,(23:25.50-23:29.10),MEJOR OPCION 1 - CONSORCIO,hand_spoon_tuna,3420163,PAN LEFT · 4s,https://videocdn.cdnpk.net/videos/65a8ddd5-3f0d-5285-9ce0-2947de26e080/horizontal/downloads/original.mp4?filename=0_Canned_Tuna_Tuna_3840x2160.mp4&user_id=102901249&token=exp=1785670503~id=102901249~hmac=fb7c2d47c1c41ed42288b2c54180ad04dd742ed4414f8b484c4627c4df60f5ad
430,(23:29.10-23:31.20),MEJOR OPCION 1 - CONSORCIO,hand_spoon_tuna,3420163,DIAGONAL PAN + ZOOM IN · 4s,https://videocdn.cdnpk.net/videos/65a8ddd5-3f0d-5285-9ce0-2947de26e080/horizontal/downloads/original.mp4?filename=0_Canned_Tuna_Tuna_3840x2160.mp4&user_id=102901249&token=exp=1785670503~id=102901249~hmac=fb7c2d47c1c41ed42288b2c54180ad04dd742ed4414f8b484c4627c4df60f5ad
431,(23:31.20-23:34.80),CIERRE,checklist_anim,7352827,ZOOM IN FAST · 2s,https://videocdn.cdnpk.net/videos/46404d5c-937b-57f9-947a-bbcd25bda4cf/horizontal/downloads/original.mp4?filename=0_Checklist_Clipboard_3840x2160.mp4&user_id=102901249&token=exp=1785670502~id=102901249~hmac=8af4e48a03fe07f475ce4bf04abdc7658f96972d249f28cd223258a1153aca69
432,(23:34.80-23:38.40),CIERRE,checklist_anim,7352827,PAN UP · 4s,https://videocdn.cdnpk.net/videos/46404d5c-937b-57f9-947a-bbcd25bda4cf/horizontal/downloads/original.mp4?filename=0_Checklist_Clipboard_3840x2160.mp4&user_id=102901249&token=exp=1785670502~id=102901249~hmac=8af4e48a03fe07f475ce4bf04abdc7658f96972d249f28cd223258a1153aca69
433,(23:38.40-23:42.00),CIERRE,checklist_anim,7352827,ZOOM IN SLOW · 4s,https://videocdn.cdnpk.net/videos/46404d5c-937b-57f9-947a-bbcd25bda4cf/horizontal/downloads/original.mp4?filename=0_Checklist_Clipboard_3840x2160.mp4&user_id=102901249&token=exp=1785670502~id=102901249~hmac=8af4e48a03fe07f475ce4bf04abdc7658f96972d249f28cd223258a1153aca69
434,(23:42.00-23:45.90),CIERRE,checklist_anim,7352827,PAN RIGHT · 4s,https://videocdn.cdnpk.net/videos/46404d5c-937b-57f9-947a-bbcd25bda4cf/horizontal/downloads/original.mp4?filename=0_Checklist_Clipboard_3840x2160.mp4&user_id=102901249&token=exp=1785670502~id=102901249~hmac=8af4e48a03fe07f475ce4bf04abdc7658f96972d249f28cd223258a1153aca69
435,(23:45.90-23:49.50),CIERRE,reading_label_store,4972749,ZOOM OUT SLOW · 4s,https://videocdn.cdnpk.net/videos/196045c2-f82e-5283-93df-82796225a7e5/horizontal/downloads/4k.mp4?filename=0_Grocery_Store_Shopping_3840x2160.mp4&user_id=102901249&token=exp=1785670472~id=102901249~hmac=651631a77396dd32c3e88f7f78dd94e10b33e4c1f16f02fa2c5bedc69aabeb5c
436,(23:49.50-23:53.80),CIERRE,reading_label_store,4972749,STATIC,https://videocdn.cdnpk.net/videos/196045c2-f82e-5283-93df-82796225a7e5/horizontal/downloads/4k.mp4?filename=0_Grocery_Store_Shopping_3840x2160.mp4&user_id=102901249&token=exp=1785670472~id=102901249~hmac=651631a77396dd32c3e88f7f78dd94e10b33e4c1f16f02fa2c5bedc69aabeb5c
437,(23:53.80-23:57.40),CIERRE,cans_aligned_low,7103683,PAN LEFT · 4s,https://videocdn.cdnpk.net/videos/6770ac80-a5a2-56dd-993d-bde6afbeff10/horizontal/downloads/4k.mp4?filename=0_Vegetables_Setting_3840x2160.mp4&user_id=102901249&token=exp=1785670225~id=102901249~hmac=ce3b67c60fb7786e94947de46597199beb88cbc5a1a10d7d7556457071d140c7
438,(23:57.40-24:01.70),CIERRE,cans_aligned_low,7103683,DIAGONAL PAN + ZOOM IN · 4s,https://videocdn.cdnpk.net/videos/6770ac80-a5a2-56dd-993d-bde6afbeff10/horizontal/downloads/4k.mp4?filename=0_Vegetables_Setting_3840x2160.mp4&user_id=102901249&token=exp=1785670225~id=102901249~hmac=ce3b67c60fb7786e94947de46597199beb88cbc5a1a10d7d7556457071d140c7
439,(24:01.70-24:05.30),CIERRE,finger_share_phone,4838647,ZOOM IN FAST · 2s,https://videocdn.cdnpk.net/videos/d6e393fe-52fe-516d-8689-678b5e0e76d1/horizontal/downloads/4k.mp4?filename=0_Mobile_Phone_Smartphone_3840x2160.mp4&user_id=102901249&token=exp=1785670272~id=102901249~hmac=77614dcb3540fb08cfd94d9b995ba020aeee0d604c20beb76fbfbd8ba8f5b8ac
440,(24:05.30-24:07.10),CIERRE,finger_share_phone,4838647,PAN UP · 4s,https://videocdn.cdnpk.net/videos/d6e393fe-52fe-516d-8689-678b5e0e76d1/horizontal/downloads/4k.mp4?filename=0_Mobile_Phone_Smartphone_3840x2160.mp4&user_id=102901249&token=exp=1785670272~id=102901249~hmac=77614dcb3540fb08cfd94d9b995ba020aeee0d604c20beb76fbfbd8ba8f5b8ac
441,(24:07.10-24:10.70),CIERRE,youtube_share_anim,7055249,ZOOM IN SLOW · 4s,https://videocdn.cdnpk.net/videos/446e6af4-875c-54ff-90e6-b0468ed4817c/horizontal/downloads/1080p.mp4?filename=0_Internet_Video_1920x1080.mp4&user_id=102901249&token=exp=1785670426~id=102901249~hmac=eb171a1e8a19905e5d8bcf35b9b0971ead1848f258a2ea5f9ba0d9841fde6283
442,(24:10.70-24:14.30),CIERRE,youtube_share_anim,7055249,PAN RIGHT · 4s,https://videocdn.cdnpk.net/videos/446e6af4-875c-54ff-90e6-b0468ed4817c/horizontal/downloads/1080p.mp4?filename=0_Internet_Video_1920x1080.mp4&user_id=102901249&token=exp=1785670426~id=102901249~hmac=eb171a1e8a19905e5d8bcf35b9b0971ead1848f258a2ea5f9ba0d9841fde6283
443,(24:14.30-24:16.40),CIERRE,youtube_share_anim,7055249,ZOOM OUT SLOW · 4s,https://videocdn.cdnpk.net/videos/446e6af4-875c-54ff-90e6-b0468ed4817c/horizontal/downloads/1080p.mp4?filename=0_Internet_Video_1920x1080.mp4&user_id=102901249&token=exp=1785670426~id=102901249~hmac=eb171a1e8a19905e5d8bcf35b9b0971ead1848f258a2ea5f9ba0d9841fde6283
